Region,Site,Lat,Lon,coreNo,soilNo,bp,rcybp,event,subsidence,Uncertainty,source,quality,method
Oregon,Siuslaw River,,,,3,,,?,0.5,0.40,32,3,mp ac; p be
Oregon,Siuslaw River,,,,4,,,?,0.7,0.60,32,3,pm ac; p be
Oregon,Siuslaw River,,,,5,,,?,0.5,0.40,32,3,mp ac; p be
Oregon,Siuslaw River,,,,6,,,?,0.5,0.40,32,3,mp ac; p be
Oregon,Siuslaw River,,,,7,1824-2151,2024plusMinus69,T5a,0.5,0.40,32,3,mp ac; p be
Oregon,Siuslaw River,43.964,124.056,SI-12,1,,,?,0.55,0.45,32,3,pm ac; mp be
Oregon,Siuslaw River,,,,2,,,?,0.7,0.60,32,3,pm ac; p be
Oregon,Siuslaw River,,,,3,,,?,0.7,0.60,32,3,pm ac; p be
Oregon,Siuslaw River,,,,4,,,?,0.55,0.45,32,3,pm ac; mp be
Oregon,Siuslaw River,,,,5,,,?,0.5,0.40,32,3,mp ac; p be
Oregon,Siuslaw River,,,,6,,,?,0.5,0.40,32,3,mp ac; p be
Oregon,Siuslaw River,,,,7,,,?,0.5,0.40,32,3,mp ac; p be
Oregon,Siuslaw River,,,,8,1738-2111,1967plusMinus66,T5a,0.7,0.60,32,3,pm ac; p be
Oregon,Siuslaw River,43.964,124.056, SI-11,1,,,?,0.7,0.60,32,3,pm ac; p be
Oregon,Siuslaw River,,,,2,,,?,0.5,0.40,32,3,mp ac; p be
Oregon,Siuslaw River,,,,3,,,?,0.5,0.40,32,3,mp ac; p be
Oregon,Siuslaw River,,,,4,1343-1565,1569plusMinus54,T4a,0.7,0.60,32,3,pm ac; p be
Oregon,Siuslaw River,,,,5,,,?,0.55,0.40,32,3,mp ac; p be (via 5 cm sd)
Oregon,Umpqua River ,43.742,124.045,329,1,,,?,0.8,0.50,31,3,slpm ac; mp be
Oregon,Umpqua River ,,,,2,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Umpqua River ,,,,3,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Umpqua River ,43.738,124.082,325,1,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Umpqua River ,,,,2,,,?,0.8,0.50,31,3,slpm ac; mp be
Oregon,Umpqua River ,,,,3,,,?,0.8,0.50,31,3,slpm ac; mp be
Oregon,Umpqua River ,43.729,124.025,337,1,1950-2338,2150plusMinus80,T5b,0.8,0.50,31,3,slpm ac; mp be
Oregon,Umpqua River ,,,,2,3165-3555,3140plusMinus70,T7a,0.8,0.50,31,3,slpm ac; mp be
Oregon,Umpqua River ,43.729,124.025,335,1,,,?,0.8,0.50,31,3,slpm ac; mp be
Oregon,Umpqua River ,,,,2,,,?,0.55,0.45,31,3,pm ac; mp be
Oregon,Umpqua River ,,,,3,,,?,0.55,0.45,31,3,pm ac; mp be
Oregon,Umpqua River ,,,,4,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Umpqua River ,43.716,124.119,326,1,,,T1,0.5,0.50,31,3,slpm ac; pm be
Oregon,Umpqua River ,43.715,124.118,327,1,,,T1,0.5,0.50,31,3,slpm ac; pm be
Oregon,Umpqua River ,43.708,124.110,331,1,,,T1,0.55,0.45,31,3,pm ac; mp be
Oregon,Umpqua River ,43.705,124.070,312,1,,,T1,0.55,0.45,31,3,pm ac; mp be
Oregon,Umpqua River ,43.705,124.072,333,1,,,?,0.04,0.50,31,3,mp ac; mp (via 4cm sd) be
Oregon,Umpqua River ,,,,2,,,?,0.55,0.45,31,3,m ac; pm be
Oregon,Umpqua River ,,,,3,,,?,0.55,0.45,31,3,pm ac; mp be
Oregon,Umpqua River ,43.694,123.973,316,1,,,?,0.55,0.45,31,3,m ac; pm be
Oregon,Umpqua River ,,,,2,,,?,0.55,0.45,31,3,m ac; pm be
Oregon,Umpqua River ,,,,3,,,?,0.55,0.45,31,3,m ac; pm be
Oregon,Umpqua River ,,,,4,,,?,0.55,0.45,31,3,m ac; pm be
Oregon,Umpqua River ,43.687,123.995,315,1,,,?,0.4,0.40,31,3,m ac; slpm be
Oregon,Umpqua River ,,,,2,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Umpqua River ,,,,3,,,?,1.2,0.60,31,3,m ac; p be
Oregon,Umpqua River ,,,,4,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Umpqua River ,43.685,124.008,323,1,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Umpqua River ,,,,2,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Umpqua River ,,,,3,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Umpqua River ,43.682,124.002,322,1,,,T3a,1.1,0.50,31,3,m ac; mp be
Oregon,Umpqua River ,,,,2,,,T6a,0.55,0.45,31,3,m ac; pm be
Oregon,Umpqua River ,,,,3,,,T7,0.5,0.50,31,3,slpm ac; pm be
Oregon,Umpqua River ,,,,4,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Umpqua River ,43.682,124.002,332,1,980-1335,1270plusMinus90,T3a,1.1,0.50,31,3,m ac; mp be
Oregon,Umpqua River ,,,,2,2772-3156,2820plusMinus70,T6a,0.55,0.45,31,3,m ac; pm be
Oregon,Umpqua River ,,,,3,2958-3329,2960plusMinus60,T7,0.5,0.50,31,3,slpm ac; pm be
Oregon,Umpqua River ,,,,4,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Umpqua River ,43.677,124.085,301,1,,,T1,0.55,0.45,31,3,pm ac; mp be
Oregon,Umpqua River ,,,,2,312-525,400plusMinus60,T2,0.5,0.50,"10,31",3,slpm ac; pm be
Oregon,Umpqua River ,,,,3,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Umpqua River ,,,,4,,,?,0.59,0.45,31,3,m ac; pm be (via 4 cm sd)
Oregon,Umpqua River ,,,,5,,,?,0.55,0.45,31,3,m ac; pm be
Oregon,Umpqua River ,,,,6,2362-2756,2530plusMinus80,T6,,,31,3,detritus layer - tsunami deposit?
Oregon,Umpqua River ,,,,7,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Umpqua River ,43.676,124.085,302,1,,,T1,0.55,0.45,31,3,m ac; pm be
Oregon,Umpqua River ,43.675,124.062,321,1,,,T1,0.59,0.45,31,3,m ac; pm (via 4 cm detritus) be
Oregon,Umpqua River ,,,,2,1179-1518,1420plusMinus80,T4,0.7,0.60,31,3,pm ac; p be
Oregon,Umpqua River ,,,,3,,,?,0.8,0.50,31,3,slpm ac; mp be
Oregon,Umpqua River ,,,,4,,,?,0.8,0.50,31,3,slpm ac; mp be
Oregon,Umpqua River ,43.672,124.062,320,1,,,?,0.4,0.40,31,3,sm ac; slpsm be
Oregon,Umpqua River ,,,,2,,,?,0.55,0.45,31,3,m ac; pm be
Oregon,Umpqua River ,,,,3,,,?,0.4,0.40,31,3,m ac; slpm be
Oregon,Umpqua River ,,,,4,,,?,0.55,0.45,31,3,m ac; pm be
Oregon,Umpqua River ,,,,5,,,?,0.4,0.40,31,3,m ac; slpm be
Oregon,Umpqua River ,,,,6,,,?,0.8,0.50,31,3,slpm ac; mp be
Oregon,Umpqua River ,,,,7,,,?,0.4,0.40,31,3,m ac; slpm be
Oregon,Umpqua River ,43.672,124.168,339,1,794-1070,1040plusMinus60,T3,0.02,0.50,31,3,p ac; p be (via 2 cm sd)
Oregon,Umpqua River ,,,,2,1390-1694,1630plusMinus60,T4a,1.1,0.50,31,3,slpm ac; p be (via 7 cm sd; 3 cm detritus)
Oregon,Umpqua River ,,,,3,1619-1925,1850plusMinus60,T5,1.1,0.50,31,3,slsm ac; p be
Oregon,Umpqua River ,,,,4,,,?,0.3,0.50,31,3,sand with pm ac; pm be
Oregon,Umpqua River ,43.671,124.168,338,1,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Umpqua River ,,,,2,,,?,0.7,0.60,31,3,pm ac; p be
Oregon,Umpqua River ,,,,3,,,?,0.5,0.40,31,3,mp ac; p be
Oregon,Umpqua River ,,,,4,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Umpqua River ,43.697,124.090,SF-06,1,,,T1,0.55,0.45,32,3,pm ac; mp be
Oregon,Umpqua River ,,,,2,,,?,0.55,0.45,32,3,pm ac; mp be
Oregon,Umpqua River ,,,,3,,,?,0.55,0.45,32,3,m ac; pm be
Oregon,Umpqua River ,43.696,124.091,SF-05,1,,,T1,0.5,0.50,32,3,rm ac; pm be
Oregon,Umpqua River ,,,,2,,,?,0.5,0.50,32,3,pm/rm ac; pm be
Oregon,Umpqua River ,,,,3,,,?,0.5,0.50,32,3,rm ac; pm be
Oregon,Umpqua River ,,,,4,,,?,0.5,0.50,32,3,rm ac; pm be
Oregon,Umpqua River ,,,,5,,,?,0.55,0.45,32,3,pm ac; mp be
Oregon,Umpqua River ,,,,6,,,?,0.4,0.40,32,3,m ac; rm be
Oregon,Umpqua River ,43.696,124.091,SF-03,1,,,T1,0.5,0.40,32,3,mp ac; p be
Oregon,Umpqua River ,,,,2,,,?,0.5,0.50,32,3,rm ac; pm be
Oregon,Umpqua River ,,,,3,,,?,0.5,0.50,32,3,rm ac; pm be
Oregon,Umpqua River ,,,,4,,,?,0.4,0.40,32,3,m ac; rm be
Oregon,Umpqua River ,,,,5,,,?,0.4,0.40,32,3,m ac; rm be
Oregon,Umpqua River ,,,,6,,,?,0.5,0.50,32,3,rm ac; pm be
Oregon,Umpqua River ,,,,7,,,?,0.55,0.45,32,3,m ac; pm be
Oregon,Umpqua River ,,,,8,,,?,0.55,0.45,32,3,m ac; pm be
Oregon,Coos Bay,43.492,124.143,425,1,,,?,0.55,0.45,31,3,m ac; pm be
Oregon,Coos Bay,43.488,124.219,NS-06,1,,,?,0.5,0.50,32,3,rm ac; pm be
Oregon,Coos Bay,,,,2,,,?,0.8,0.50,32,3,rm ac; mp be
Oregon,Coos Bay,,,,3,,,?,0.8,0.50,32,3,rm ac; mp be
Oregon,Coos Bay,,,,4,,,T5a,0.9,0.60,32,3,rm ac; p be
Oregon,Coos Bay,43.488,124.219,NS-01,1,,,?,0.55,0.45,32,3,pm ac; mp be
Oregon,Coos Bay,,,,2,,,?,0.8,0.50,32,3,rm ac; mp be
Oregon,Coos Bay,,,,3,,,?,0.4,0.40,32,3,m ac; rm be
Oregon,Coos Bay,,,,4,1715-2106,1948plusMinus75,T5a,1.2,0.60,32,3,m ac; p be
Oregon,Coos Bay,43.488,124.219,NS-03,1?,,,?,1.1,0.50,32,3,m ac; mp be
Oregon,Coos Bay,,,,2,1284-1519,1462plusMinus68,T4,1.2,0.60,32,3,m ac; p be
Oregon,Coos Bay,43.488,124.219,NS-04,1?,,,?,0.8,0.50,32,3,rm ac; mp be
Oregon,Coos Bay,,,,2,,,?,1.2,0.60,32,3,m ac; p be
Oregon,Coos Bay,43.488,124.212,475,1,,,?,0.8,0.50,31,3,slpm ac; mp be
Oregon,Coos Bay,,,,2,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Coos Bay,,,,3,,,?,1.1,0.50,31,3,m ac; mp be
Oregon,Coos Bay,43.487,124.217,477,1,,,?,0.8,0.50,31,3,slpm ac; mp be
Oregon,Coos Bay,,,,2,,,?,0.8,0.50,31,3,"slpm ac, mp be"
Oregon,Coos Bay,,,,3,,,?,0.9,0.60,31,3,slpm ac; p be
Oregon,Coos Bay,43.484,124.173,428,1,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Coos Bay,,,,2,,,?,0.8,0.50,31,3,"slpm ac, mp be"
Oregon,Coos Bay,,,,3,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Coos Bay,43.484,124.208,476,1?,1447-1925,1780plusMinus90,T5,0.8,0.50,31,3,slpm ac; mp be (top - 50 cm of core not recovered)
Oregon,Coos Bay,,,,2,1707-2046,1930plusMinus70,T5a,0.9,0.60,31,3,slpm ac; p be
Oregon,Coos Bay,43.483,124.160,448,1,1569-1870,1800plusMinus60,T5,0.8,0.50,31,3,slpm ac; mp be
Oregon,Coos Bay,,,,2,,,T5a,0.5,0.50,31,3,slpm ac; pm be
Oregon,Coos Bay,,,,3,,,T6,0.7,0.60,31,3,pm ac; p be
Oregon,Coos Bay,,,,4,2755-3239,2830plusMinus100,T7,0.55,0.45,31,3,pm ac; mp be
Oregon,Coos Bay,,,,5,,,?,0.55,0.45,31,3,pm ac; mp be
Oregon,Coos Bay,43.482,124.162,438,1,,,?,0.55,0.45,31,3,pm ac; mp be
Oregon,Coos Bay,43.481,124.162,426,1,,,?,0.8,0.50,31,3,slpm ac; mp be
Oregon,Coos Bay,,,,2,,,?,0.55,0.45,31,3,pm ac; mp be
Oregon,Coos Bay,,,,3,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Coos Bay,,,,4,,,?,0.4,0.40,31,3,m ac; slpm be
Oregon,Coos Bay,43.481,124.170,417,1,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Coos Bay,,,,2,,,?,1.2,0.50,31,3,m ac; mp be (via 10 cm sd and detritus)
Oregon,Coos Bay,43.468,124.203,423,1,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Coos Bay,43.466,124.205,422,1,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Coos Bay,,,,2,,,?,0.4,0.40,31,3,m ac; slpm be
Oregon,Coos Bay,43.464,124.193,HI-07,1,,,T1,0.5,0.40,32,3,mp ac; p be
Oregon,Coos Bay,,,,2,,,T2,0.55,0.45,32,3,"pm, roots, herbs ac; mp, roots, herbs be"
Oregon,Coos Bay,,,,3,,,?,0.8,0.50,32,3,rm ac; mp be
Oregon,Coos Bay,43.464,124.193,HI-06,1,,,T1,0.5,0.40,32,3,mp ac; p be
Oregon,Coos Bay,,,,2,527-730,660plusMinus80,T2,0.55,0.45,32,3,pm ac; mp be
Oregon,Coos Bay,,,,3,,,?,1.1,0.50,32,3,m ac; mp be
Oregon,Coos Bay,,,,4,,,?,0.55,0.45,32,3,m ac; pm be
Oregon,Coos Bay,43.464,124.193,HI-01,1,,,?,0.5,0.50,32,3,rm ac; pm be
Oregon,Coos Bay,,,,2,,,?,1.1,0.50,32,3,m ac; mp be
Oregon,Coos Bay,,,,3,,,?,0.55,0.45,32,3,m ac; pm be
Oregon,Coos Bay,43.464,124.193,HI-04,1,,,T1,0.8,0.50,32,3,rm ac; mp be
Oregon,Coos Bay,,,,2,,,T2,0.55,0.45,32,3,pm ac; mp be
Oregon,Coos Bay,,,,3,,,?,1.1,0.50,32,3,m ac; mp be
Oregon,Coos Bay,43.464,124.194,HI-05,1,,,?,0.7,0.60,32,3,pm ac; p be
Oregon,Coos Bay,,,,2,,,?,1.1,0.50,32,3,m ac; mp be
Oregon,Coos Bay,43.463,124.173,416,1,,,?,0.8,0.50,31,3,slpm ac; mp be
Oregon,Coos Bay,43.463,124.225,415,1,,,?,0.55,0.45,31,3,pm ac; mp be
Oregon,Coos Bay,,,,2,,,?,0.5,0.40,31,3,mp ac; p be
Oregon,Coos Bay,,,,3,,,?,0.55,0.45,31,3,pm ac; mp be
Oregon,Coos Bay,43.434,124.167,433,1?,,,?,0.7,0.60,31,3,pm ac; p be (~ 30 cm missing near top of core)
Oregon,Coos Bay,,,,2,,,?,0.55,0.45,31,3,m ac; pm be
Oregon,Coos Bay,43.431,124.168,449,1?,789-1052,1000plusMinus50,T3,0.8,0.50,31,3,slpm ac; mp be (~ 50 cm missing from top of core)
Oregon,Coos Bay,,,,2,1180-1405,1390plusMinus60,T4,0.8,0.50,31,3,"slpm ac, mp be"
Oregon,Coos Bay,,,,3,1553-1863,1780plusMinus60,T5,0.5,0.50,31,3,slpm ac; pm be
Oregon,Coos Bay,43.430,124.168,432,1,,,?,0.55,0.45,31,3,m ac; pm be
Oregon,Coos Bay,,,,2,,,?,1.1,0.50,31,3,m ac; mp be
Oregon,Coos Bay,43.408,124.045,441,1,,,?,0.4,0.40,31,3,m ac; slpm be
Oregon,Coos Bay,,,,2,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Coos Bay,,,,3,,,?,0.55,0.45,31,3,m ac; pm be
Oregon,Coos Bay,,,,4,,,?,0.8,0.50,31,3,"slpm ac, mp be"
Oregon,Coos Bay,,,,5,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Coos Bay,,,,6,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Coos Bay,43.406,124.230,472,1,,,?,0.55,0.45,31,3,pm be; mp ac
Oregon,Coos Bay,,,,2,,,?,1.2,0.60,31,3,m ac; p be
Oregon,Coos Bay,,,,3,,,?,0.9,0.60,31,3,slpm ac; p be
Oregon,Coos Bay,,,,4,,,?,0.7,0.60,31,3,pm ac; p be
Oregon,Coos Bay,,,,5,,,?,0.9,0.60,31,3,slpm ac; p be
Oregon,Coos Bay,43.405,124.228,455,1,,,?,0.7,0.60,31,3,pm ac; slsp be
Oregon,Coos Bay,43.398,124.072,442,1,,,?,0.8,0.50,31,3,slpm be; mp ac
Oregon,Coos Bay,,,,2,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Coos Bay,,,,3,,,?,0.8,0.50,31,3,"slpm ac, mp be"
Oregon,Coos Bay,,,,4,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Coos Bay,43.393,124.230,420,1,,,?,0.5,0.50,31,3,slpm be; pm ac
Oregon,Coos Bay,,,,2,,,?,0.8,0.50,31,3,"slpm ac, mp be"
Oregon,Coos Bay,,,,3,,,?,0.55,0.45,31,3,pm ac; mp be
Oregon,Coos Bay,43.393,124.233,470,1?,,,?,0,0.50,"10,31",3,p ac; p be (oxidised zone)
Oregon,Coos Bay,,,,2,745-1071,1020plusMinus70,T3,0.5,0.50,31,3,slpm ac; pm be
Oregon,Coos Bay,,,,3,1172-1518,1400plusMinus80,T4,0.5,0.50,31,3,slpm ac; pm be
Oregon,Coos Bay,,,,4,1375-1778,1660plusMinus80,T5,0.8,0.50,31,3,"slpm ac, mp be"
Oregon,Coos Bay,,,,5,2850-3320,2900plusMinus80,T7,0.9,0.50,31,3,"slpm ac, mp be (via - 10 cm sd)"
Oregon,Coos Bay,,,,6,3780-4405,3700plusMinus90,T8a,0.5,0.50,31,3,slpm ac; pm be
Oregon,Coos Bay,43.390,124.235,421,1?,,,?,0.9,0.60,31,3,slpm ac; p be
Oregon,Coos Bay,43.386,124.083,444,1,,,?,0.9,0.60,31,3,slpm ac; p be
Oregon,Coos Bay,,,,2,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Coos Bay,43.385,124.083,443,1,,,?,0.55,0.45,31,3,m ac; pm be
Oregon,Coos Bay,,,,2,,,?,0.55,0.45,31,3,pm ac; mp be
Oregon,Coos Bay,43.370,124.103,466,1?,,,?,0.4,0.40,31,3,m ac; slpm be (core top not recovered?)
Oregon,Coos Bay,,,,2,,,?,1.1,0.50,31,3,m ac; mp be
Oregon,Coos Bay,,,,3,,,?,1.1,0.50,31,3,m ac; mp be
Oregon,Coos Bay,43.368,124.105,406,1,,,?,0.55,0.45,31,3,m ac; pm be
Oregon,Coos Bay,43.368,124.105,467,1,,,?,0.4,0.40,31,3,m ac; slpm be
Oregon,Coos Bay,,,,2,,,?,0.8,0.50,31,3,slpm ac; mp be
Oregon,Coos Bay,,,,3,,,?,0.4,0.40,31,3,m ac; slpm be
Oregon,Coos Bay,,,,4,,,?,0.4,0.40,31,3,m ac; slpm be
Oregon,Coos Bay,43.365,124.137,410,1,,,?,0.54,0.40,31,3,m ac; slpm be (via 13.5 cm detritus)
Oregon,Coos Bay,,,,2,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Coos Bay,,,,3,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Coos Bay,43.360,124.125,411,1,,,?,0.4,0.40,31,3,m ac; slpm be
Oregon,Coos Bay,,,,2,,,?,0.8,0.50,31,3,slpm ac; mp be
Oregon,Coos Bay,43.358,124.083,407,1,,,?,0.7,0.60,31,3,pm ac; p be
Oregon,Coos Bay,,,,2,,,?,0.7,0.60,31,3,pm ac; p be
Oregon,Coos Bay,,,,3,,,?,0.7,0.60,31,3,pm ac; p be
Oregon,Coos Bay,43.358,124.083,464,1,,,?,0.4,0.40,31,3,m ac; slpm be
Oregon,Coos Bay,,,,2,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Coos Bay,,,,3,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Coos Bay,43.358,124.083,465,1,,,?,0.4,0.40,31,3,m ac; slpm be
Oregon,Coos Bay,,,,2,1737-2115,1970plusMinus70,T5a,0.5,0.50,31,3,slpm ac; pm be
Oregon,Coos Bay,,,,3,3081-3443,3080plusMinus60,T7,0.5,0.50,31,3,slpm ac; pm be
Oregon,Coos Bay,,,,4,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Coos Bay,,,,5,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Coos Bay,,,,6,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Coos Bay,,,,7,,,?,0.55,0.50,31,3,slpm ac; pm be (via - 5 cm detritus)
Oregon,Coos Bay,,,,8,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Coos Bay,,,,9,4976-5466,4560plusMinus70,T10R1,,,31,-,detritus layer at base of core- tsunami deposits
Oregon,Coos Bay,43.357,124.087,446,1?,,,?,0.55,0.45,31,3,pm ac; mp be (upper - 35 cm of core not recovered)
Oregon,Coos Bay,,,,2,,,?,1.1,0.50,31,3,m ac; mp be
Oregon,Coos Bay,,,,3,,,?,0.55,0.45,31,3,pm ac; mp be
Oregon,Coos Bay,,,,4,,,?,0.4,0.40,31,3,m ac; slpm be
Oregon,Coos Bay,,,,5,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Coos Bay,,,,6,,,?,0.55,0.45,31,3,pm ac; mp be
Oregon,Coos Bay,43.349,124.217,458,1,,,?,0.55,0.45,31,3,m ac; pm be
Oregon,Coos Bay,43.348,124.208,456,1,,,?,0.5,0.50,"10,31",3,slpm ac; pm be
Oregon,Coos Bay,43.347,124.208,457,1,,,?,0.8,0.50,31,3,slpm ac; mp be
Oregon,Coos Bay,43.347,124.088,445,1?,,,?,0.4,0.40,31,3,m ac; slpm be (upper - 25 cm of core not recovered)
Oregon,Coos Bay,,,,2,,,?,0.4,0.40,31,3,m ac; slpm be
Oregon,Coos Bay,43.346,124.302,436,1,,,T1,1.1,0.60,31,3,slpm ac; p be (via 5 cm sd; 15 cm detritus)
Oregon,Coos Bay,43.345,124.302,435,1,,,T1,1.07,0.60,31,3,slpm ac; p be (via 10 cm sd; 7 cm detritus)
Oregon,Coos Bay,43.342,124.312,403,1,,,T1,1.1,0.50,31,3,m ac; mp be
Oregon,Coos Bay,,,,2,,,?,1.1,0.50,31,3,m ac; mp be
Oregon,Coos Bay,43.342,124.312,404,1,,,?,1.35,0.50,31,3,m ac; mp be (via 25 cm sd & detritus)
Oregon,Coos Bay,,,,2,,,?,0.65,0.40,31,3,mp ac; p be (via -15 cm sd & detritus)
Oregon,Coos Bay,43.335,124.303,Joe Ney 7,1,,,T1,0.5,0.50,10,3,rm ac; pm be
Oregon,Coos Bay,43.333,124.315,,1,,,T1,0.9,0.27,23,1,Foram transfer function analysis
Oregon,Coos Bay,43.329,124.375,462,1,,,T1,1.1,0.50,31,3,m ac; mp be (# soils aboce T9=# soils in S. Coos age compilation)
Oregon,Coos Bay,,,,2,,,T2,0.8,0.50,31,3,slpm ac; mp be
Oregon,Coos Bay,,,,3,,,T3,0.9,0.60,31,3,slpm ac; p be
Oregon,Coos Bay,,,,4,,,T4,1.1,0.50,31,3,m ac; mp be
Oregon,Coos Bay,,,,5,,,T5,1.2,0.60,31,3,m ac; p be
Oregon,Coos Bay,,,,6,,,T5a,1.2,0.60,31,3,m ac; p be
Oregon,Coos Bay,,,,7,,,T6,0.9,0.60,31,3,slpm ac; p be
Oregon,Coos Bay,,,,8,,,T6a,0.7,0.50,31,3,slpm ac; pm be (via - 20 cm detritus)
Oregon,Coos Bay,,,,9,,,T7,0.55,0.45,31,3,pm ac; mp be
Oregon,Coos Bay,,,,10,,,T7a,0.5,0.40,31,3,mp ac; p be
Oregon,Coos Bay,,,,11,,,T8,0.5,0.50,31,3,slpm ac; pm be
Oregon,Coos Bay,,,,12,3578-4061,3510plusMinus80,T8a,0.7,0.60,31,3,pm ac; p be (dated in peat 30 cm below contact)
Oregon,Coos Bay,43.329,124.373,401,1,,,T1,1.1,0.50,31,3,m ac; mp be
Oregon,Coos Bay,,,,2,,,?,0.7,0.60,31,3,pm ac; p be
Oregon,Coos Bay,,,,3,,,?,0.55,0.45,31,3,m ac; pm be
Oregon,Coos Bay,,,,4,,,?,0.55,0.45,31,3,pm ac; mp be
Oregon,Coos Bay,,,,5,,,?,0.5,0.40,31,3,mp ac; p be
Oregon,Coos Bay,43.323,124.237,478,1,1415-1875,1740plusMinus100,T5,1.1,0.50,31,3,m ac; mp be
Oregon,Coos Bay,43.319,124.217,460,1,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Coos Bay,43.315,124.308,408,1,525-698,650plusMinus70,T2,1.1,0.50,"22,31",3,m ac; mp be
Oregon,Coos Bay,,,,2,2154-2712,2350plusMinus90,T6,1.1,0.50,31,3,m ac; mp be
Oregon,Coos Bay,,,,3,2744-3076,2760plusMinus80,T7,0.55,0.45,31,3,m ac; pm be
Oregon,Coos Bay,,,,4,,,T7a,0.55,0.45,31,3,m ac; pm be
Oregon,Coos Bay,,,,5,,,T8,1.1,0.50,31,3,m ac; mp be
Oregon,Coos Bay,,,,6,3564-4415,3620plusMinus160,T8a,0.55,0.45,31,3,m ac; pm be
Oregon,Coos Bay,43.315,124.310,409,1,,,T2,1.1,0.50,31,3,m ac; mp be
Oregon,Coos Bay,,,,2,,,?,1.1,0.50,31,3,m ac; mp be
Oregon,Coos Bay,,,,3,,,?,0.55,0.45,31,3,m ac; pm be
Oregon,Coos Bay,,,,4,,,?,1.1,0.50,31,3,m ac; mp be
Oregon,Coos Bay,,,,5,,,?,0.55,0.45,31,3,m ac; pm be
Oregon,Coos Bay,43.314,124.310,Day Creek,1,0-284,140plusMinus50,T1,0.55,0.45,"22,33",3,pm ac; mp be
Oregon,Coos Bay,,,,2,525-698,650plusMinus70,T2,0.55,0.45,"22,33",3,m ac; pm be
Oregon,Coos Bay,,,,3,1307-1529,1520plusMinus60,T4,0.55,0.45,"22,33",3,m ac; pm be
Oregon,Coos Bay,,,,4,1736-2059,1960plusMinus60,T5a,0.63,0.45,"22,33",3,m ac; pm be (via 8 cm sd)
Oregon,Coos Bay,,,,5,2154-2712,2350plusMinus90,T6,0.46,0.40,"22,33",3,m ac; slpm be (via 6 cm sd)
Oregon,Coos Bay,,,,6,2744-3076,2760plusMinus80,T7,0.55,0.45,"22,33",3,m ac; pm be
Oregon,Coos Bay,43.313,124.152,412,1?,,,?,0.55,0.45,31,3,m ac; pm be (upper - 35 cm not recovered)
Oregon,Coos Bay,,,,2,,,?,0.7,0.60,31,3,pm ac; p be
Oregon,Coos Bay,,,,3,,,?,0.55,0.45,31,3,m ac; pm be
Oregon,Coos Bay,,,,4,,,?,0.55,0.45,31,3,m ac; pm be
Oregon,Coos Bay,,,,5,,,?,0.55,0.45,31,3,m ac; pm be
Oregon,Coos Bay,,,,6,,,?,0.55,0.45,31,3,m ac; pm be
Oregon,Coos Bay,43.292,124.325,S. Slough 5,1,,,T1,0.2,0.50,10,3,rm ac; slpm be
Oregon,Coos Bay,43.288,124.300,Talbot Cr. 3,1,,,?,0.5,0.50,34,3,rm ac; pm be
Oregon,Coos Bay,,,,2,,,T4,1.1,0.50,34,3,m ac; mp be
