  longitude       latitude       slip_rate       depth       slip_rate_error
  -124.659996       48.2776680       12.8701410       23.0450001       3.09584904    
  -123.691338       47.4113312       5.09971571       27.1433334       3.28777027    
  -123.808006       47.6436653       7.12199974       25.7776661       3.35586429    
  -123.451660       41.7249985       14.1153698       28.8299999       2.87130094    
  -123.782997       40.3110008       14.1460953       20.8563328       2.46073198    
  -123.613991       40.2433357       10.2109041       23.9710007       2.51490283    
  -123.734657       40.2213326       11.6247444       22.0400009       2.57323241    
  -123.702332       40.3903351       14.4890766       21.9733334       2.37776470    
  -123.594994       40.3526688       12.0120707       23.9043331       2.40853071    
  -123.897339       47.2673340       6.62098837       23.4393330       3.09400010    
  -123.882332       47.4290009       6.45397472       23.8099995       3.35116887    
  -123.990662       47.3549995       7.73564577       21.7803345       3.16359043    
  -124.769005       48.5699959       14.7223139       28.2953339       3.42480516    
  -124.726662       48.4763298       13.7941074       26.5956669       3.37616420    
  -123.601341       42.0139961       11.2550497       26.8003330       2.87118673    
  -123.505669       41.9069977       12.1957150       28.3220005       2.81002784    
  -123.552002       41.8236656       13.6350641       27.1519985       2.83392167    
  -123.457001       41.0756645       17.4981365       26.9796658       3.40278554    
  -123.604668       47.4983330       5.60939837       28.6963348       3.18378329    
  -123.664330       47.6080017       6.51273966       27.9570007       3.22116446    
  -123.781654       41.8533325       14.3079710       22.7860012       2.73903036    
  -123.662331       41.8146667       14.7000542       24.9493332       2.83237576    
  -123.852661       41.7703285       15.0115824       21.1306667       2.77397203    
  -124.023659       42.6683350       8.33806896       21.2366657       2.34273720    
  -123.453331       41.5653343       16.2791004       28.3379993       2.97386289    
  -123.974335       42.7619972       8.53998947       22.4376678       2.33966875    
  -123.851662       42.7766685       8.49044228       24.7126675       2.36364055    
  -123.517334       39.9589996       11.6428347       27.4393330       3.33924603    
  -123.599670       40.0586662       8.49550247       25.2896671       3.13602233    
  -123.403008       39.9783325       16.8152866       29.1060009       3.58180261    
  -123.858337       41.9376678       13.0229340       21.6553345       2.65154481    
  -123.779335       42.0290031       11.8300734       23.4670010       2.74089122    
  -123.917336       42.5809975       8.18220234       22.8629990       2.36352706    
  -123.749672       43.0220032       9.45345211       27.3496647       2.58134389    
  -123.525665       41.6623306       15.4191113       27.1679993       2.89847636    
  -123.644661       41.7133293       15.5296288       24.9653320       2.85687256    
  -123.929993       44.6823311       14.9725103       26.7670002       2.88952661    
  -123.386665       41.1673317       17.7675686       28.6139984       3.52272892    
  -123.487999       41.2516670       18.9728775       26.7673340       3.42252660    
  -123.776672       42.7096672       8.26809216       25.8489990       2.39595175    
  -123.792999       42.6076660       8.17330837       25.2003326       2.42098331    
  -124.054993       43.7966728       18.3374500       23.1576672       2.91521597    
  -124.137001       43.7190056       17.6966534       21.4909992       2.79379654    
  -123.711998       43.1230011       10.1777229       28.3456669       2.60273170    
  -123.781670       43.1903343       11.4288855       27.2336674       2.67388630    
  -123.751991       41.6919975       16.1467495       22.8020000       2.80580544    
  -123.793335       41.5970001       17.1763763       21.6713333       2.86308646    
  -123.864326       44.7723351       14.0767536       28.1340008       2.92071319    
  -124.088341       46.1119995       10.4801054       21.8656673       2.80047321    
  -124.011009       46.0106659       9.61235905       23.5310001       2.78531432    
  -124.002991       46.2136688       9.57032967       23.2450008       2.90787148    
  -123.939331       47.5516663       7.56624079       23.1836643       3.31775641    
  -124.063660       47.5976677       9.96142197       21.1539993       3.20069790    
  -123.647667       42.3810005       8.73128223       27.1369991       2.59633231    
  -123.599335       42.4560013       8.29538345       28.2929993       2.51097298    
  -123.670006       42.5573349       8.18475342       27.2969990       2.47467518    
  -124.204002       44.8040009       15.0216331       21.4673328       2.50441051    
  -123.591003       42.6303329       7.96087027       29.0039997       2.47059250    
  -123.664001       42.7193336       8.15407562       27.9456654       2.44283652    
  -123.815666       46.2570000       7.49719381       26.5783329       2.95767617    
  -123.716667       46.1990013       7.05858803       28.5323334       3.07350636    
  -123.812004       46.3656654       6.96538448       26.3980007       2.92999125    
  -123.767670       41.3833313       19.3854828       21.4866657       3.01963997    
  -123.750000       41.2630005       19.9814587       21.4866657       3.04320431    
  -123.647003       41.2076683       19.7090492       23.4340000       3.18195057    
  -123.623009       41.0919991       19.2157917       23.6463318       3.19215918    
  -123.952332       44.8673363       13.5592070       26.4496670       2.85731530    
  -124.120667       44.8833313       14.3577070       23.1163330       2.59880447    
  -123.365662       40.8266640       14.0750656       28.2649994       3.21248341    
  -123.454338       40.7463341       14.1122932       26.3536663       2.93094802    
  -123.700005       41.4850006       18.7369652       23.1579990       3.04167914    
  -123.531334       41.4689980       18.2563305       26.4913330       3.15979648    
  -124.126671       43.5983315       16.7834129       21.4909992       2.69565678    
  -124.022003       43.5283318       15.5917883       23.3479996       2.74798107    
  -124.460335       48.1376648       12.3612471       22.5606670       3.06299090    
  -124.327003       48.1950035       10.3301640       24.9156666       3.17474937    
  -123.066338       40.3493309       15.0822849       36.6666679       3.58587480    
  -123.164337       40.2659988       15.7988882       33.3333321       3.47916460    
  -123.092003       40.1689987       19.8577366       36.6666679       3.66401458    
  -124.333008       48.7743340       16.5209198       38.1696663       3.46944904    
  -124.459999       48.5629997       13.7023058       31.5030003       3.22291255    
  -123.209999       42.3223305       5.84079885       38.2583351       2.53008509    
  -123.425667       42.2706642       7.91312695       31.5916672       2.56378651    
  -125.082001       48.8650017       18.8255825       31.8509998       3.29600644    
  -123.547340       43.0079994       8.55480194       31.4623337       2.61319375    
  -124.162659       48.4430046       10.0891409       31.5806675       3.21203566    
  -123.249672       42.6840019       5.38536739       38.3839989       2.47825480    
  -124.185669       48.5290031       11.3265591       33.4336662       3.24495578    
  -124.330994       48.5833321       13.2221212       33.3559990       3.22168541    
  -124.265663       48.6906624       14.4759893       36.6893311       3.35982895    
  -124.088341       48.6953316       12.6108980       38.5196648       3.39429951    
  -124.040321       48.6066704       11.4454317       36.7669983       3.40378070    
  -123.433327       42.7286682       7.05266047       33.4333344       2.48822355    
  -123.352013       42.9533348       6.33872366       36.5116692       2.65977502    
  -123.868660       48.6013336       9.61457920       38.2473335       3.37422371    
  -123.183662       42.1383324       6.51335478       38.3896675       2.57419896    
  -123.251671       42.2149963       6.65340614       36.6479988       2.54423141    
  -123.393333       42.0876656       8.81645489       31.7229996       2.64675236    
  -123.358002       42.1893311       7.81980419       33.3146667       2.57225966    
  -123.933998       48.3393364       8.65217686       31.6766663       3.35407233    
  -123.967323       48.4283333       9.05043507       33.2573357       3.39995599    
  -124.977661       49.0573311       23.6430225       38.5176659       3.65752935    
  -123.478004       42.6310005       7.36263561       31.7173328       2.44334292    
  -124.584007       48.8810005       19.8838806       38.3660011       3.64845085    
  -123.818665       48.5089989       8.82327843       36.5906677       3.39583945    
  -123.506325       42.8063354       7.59679651       31.7159977       2.53072047    
  -123.471672       42.9259987       7.58504725       33.1783333       2.59786439    
  -123.270668       42.8603325       5.44175625       38.3826637       2.62456131    
  -123.317345       42.7553291       5.91154003       36.7666664       2.51948285    
  -124.911003       48.8433342       19.6019592       33.5503349       3.34926033    
  -124.852333       48.7466621       18.1106815       31.6993332       3.39889169    
  -124.522667       48.7863312       18.3647556       36.5356636       3.54800224    
  -123.297333       42.5826683       5.98427629       36.7146683       2.45793104    
  -123.409668       42.5563316       7.04253817       33.3813362       2.44957352    
  -125.123009       49.0646667       22.1371269       36.6583328       3.34794164    
  -125.173340       48.9696693       19.9874878       33.3250008       3.25908542    
  -123.277992       42.4020004       6.20200109       36.5890007       2.51658607    
  -123.230324       42.5066681       5.58022833       38.3306694       2.48062181    
  -123.452003       42.4543343       7.48715401       31.6640015       2.51162577    
  -123.387329       42.3759995       7.25441265       33.2556648       2.50819564    
  -125.227669       49.1763306       22.4306812       38.1406670       3.44182730    
  -125.326012       48.9876709       18.1176224       31.4739990       3.32103920    
  -124.825996       48.9889984       23.0284004       38.5176659       3.62096834    
  -124.779663       48.9080009       21.4963226       36.8836670       3.46773267    
  -124.659668       48.7166634       17.2260265       33.2023354       3.41100049    
  -124.611328       48.6303291       15.5864143       31.5030003       3.37166810    
  -123.377663       44.6836662       14.3536320       38.2080002       3.05588412    
  -123.383339       44.5009956       15.1898508       38.2823334       2.99528456    
  -123.380333       43.9396667       11.8315001       38.4129982       2.79884267    
  -126.599998       50.3759956       12.3243780       38.2773323       4.04889345    
  -123.450996       44.5830040       15.7124271       36.4903336       3.01044178    
  -125.787666       49.5993309       17.5860424       38.2923317       3.26022911    
  -125.997009       49.5050011       16.1553535       31.6256657       3.07520747    
  -123.631325       43.8829994       16.6258183       31.7463322       2.88383961    
  -123.666664       44.4433327       18.2973347       31.6156673       2.98621058    
  -123.443665       44.0016670       13.8894405       36.7810020       2.86744928    
  -123.569336       43.9733315       16.7020741       33.4476662       2.88313842    
  -126.813011       50.2779999       13.1705265       31.6106663       3.81472945    
  -126.687340       50.2326660       12.4882917       33.2843323       3.65309000    
  -125.457001       49.0720024       17.9494190       31.4739990       3.23105097    
  -123.388000       44.1193352       13.6642904       38.3680000       2.86977839    
  -123.644005       44.0623322       18.4773808       31.7013340       2.93883944    
  -123.422997       48.3746643       5.14106560       38.4020004       3.14017749    
  -126.110008       49.8936653       12.6741266       38.3079987       3.29651761    
  -126.314331       49.8009987       13.4995251       31.6413326       3.17610216    
  -126.430336       50.2109985       10.9727793       38.3403320       3.59151721    
  -126.581337       50.2813301       11.9554052       36.6176643       3.74958992    
  -125.619995       49.4573364       19.4970989       38.2550011       3.30128360    
  -125.834999       49.3609962       16.9812241       31.5883331       3.06965041    
  -125.752342       49.4969978       18.2434921       36.5473328       3.20539999    
  -125.858337       49.4493294       17.2988262       33.2140007       3.09217882    
  -123.589996       44.3619995       18.3990288       33.2210007       2.97368717    
  -125.367332       49.2000008       20.9420834       36.4440002       3.25766754    
  -125.479004       49.1496696       18.9431000       33.1106682       3.18530536    
  -123.142334       41.7839966       8.99071503       38.3523331       2.61084270    
  -123.451332       44.1906624       15.6100216       36.6399994       2.91267157    
  -123.581665       44.1619987       18.2182865       33.3066673       2.93569756    
  -123.657661       44.2526665       19.1607590       31.6053333       2.97954988    
  -126.640343       50.1146660       12.3428669       31.6736660       3.46157241    
  -125.428337       49.3123322       21.0117512       38.3033333       3.33751535    
  -125.569664       49.3496666       19.7553253       36.5583344       3.25519967    
  -125.648994       49.2133331       17.6617146       31.6366673       3.15002680    
  -125.678673       49.3009987       18.3306007       33.2250023       3.15121341    
  -123.612999       43.7126656       14.3905516       31.8916683       2.85740042    
  -123.552673       43.8046684       14.4776869       33.6380005       2.80197716    
  -126.917999       50.3780022       13.4498920       31.6106663       4.04413223    
  -126.157677       49.6533356       14.9491291       31.6456661       3.13307309    
  -126.177673       49.7423363       14.3810692       33.2869987       3.16430712    
  -125.952332       49.7460022       15.2259035       38.3123322       3.27464557    
  -126.075661       49.7883339       14.1596289       36.6203308       3.23010778    
  -123.506004       46.5909996       3.93013406       31.4470005       2.95614171    
  -123.133667       46.7039986       3.98487091       38.4086647       2.99685526    
  -123.389992       44.3099976       14.9893122       38.2719994       2.94606209    
  -123.452667       44.3906670       16.3436451       36.5543327       2.96762347    
  -123.633667       48.5023346       7.07186127       38.3433342       3.29625845    
  -123.590004       48.3906670       6.82775354       36.7453346       3.25959730    
  -126.864662       50.4770012       13.2051725       34.9440002       4.10964298    
  -126.704994       50.4763336       13.0429964       38.2773323       4.29911900    
  -123.329002       42.0070000       9.03348446       33.3959999       2.62293887    
  -123.244667       46.6423340       3.72709155       36.5223351       2.95701218    
  -123.204674       41.8589973       9.05173111       36.6919975       2.61477041    
  -123.306000       41.8339996       10.7666340       33.3586655       2.66970658    
  -123.368340       41.9080009       10.5202379       31.6729984       2.69326282    
  -123.163666       41.9579964       7.58430147       38.3396645       2.56917524    
  -123.225670       42.0319977       7.64332819       36.7293358       2.59368706    
  -123.390343       47.3683319       4.53822803       32.9423332       3.12350821    
  -126.476990       49.9573364       12.3254328       31.6649990       3.20833826    
  -126.508331       50.0616646       11.8539362       33.3386650       3.31116438    
  -126.270668       50.0516663       10.8872318       38.3316650       3.35794258    
  -126.404335       50.1093330       11.1178455       36.6719971       3.40169191    
  -123.611000       43.5143318       12.6978874       31.4973354       2.84711027    
  -126.019341       49.5946655       16.0230560       33.2713318       3.11627817    
  -125.916008       49.6413307       16.3800716       36.6046638       3.20925450    
  -123.410339       46.6723328       3.57110572       33.1889992       2.99858141    
  -123.371002       43.1726685       7.18628645       36.7210007       2.80036139    
  -123.304344       43.0629997       6.00321579       38.1290016       2.74398899    
  -123.452667       46.9393311       2.89301777       31.7213345       3.10681605    
  -123.378334       46.8399963       3.30836058       33.4633331       3.09682703    
  -123.468330       46.7643318       3.15406799       31.7419987       3.00248241    
  -123.309326       43.2606659       6.77272797       38.5919991       2.82527018    
  -123.371338       47.0096703       3.05090284       33.3670006       3.16956234    
  -126.339333       49.8973351       12.6976166       33.3063316       3.21914911    
  -126.237000       49.9440002       12.0422373       36.6396637       3.28038859    
  -123.504005       43.2050018       8.90218830       33.3876686       2.74973822    
  -123.567345       43.1280022       9.17232513       31.4623337       2.67214990    
  -123.111000       46.8789978       4.25456285       38.3880005       3.13001490    
  -123.209328       46.8096657       3.98659086       36.7966652       3.09001327    
  -123.277336       47.3710022       4.72956657       35.2236671       3.18767786    
  -123.285667       47.4440002       4.96603060       35.1569977       3.24536967    
  -123.362000       43.7693329       8.94523525       38.5583344       2.75303650    
  -123.427330       43.8329964       11.4581318       36.9713326       2.76492763    
  -123.036339       47.4096680       4.74523830       38.9480019       3.25498414    
  -123.141335       47.3326683       4.53906822       37.3686676       3.21394491    
  -123.129662       46.4936676       3.57794857       39.0330009       2.92301488    
  -123.220001       46.5523338       3.74854946       37.1466675       2.93162298    
  -123.475670       47.4753304       5.21986246       31.1883335       3.14596915    
  -123.075996       47.2393303       4.24928999       38.4206657       3.18522358    
  -123.185669       47.1589966       3.67770171       36.7330017       3.22903037    
  -123.634338       45.7029991       9.05800629       31.2886658       2.95166469    
  -123.402992       47.5016670       5.32754230       32.8756676       3.15925336    
  -123.540993       45.6629982       9.36606026       33.1739998       2.88921452    
  -123.678993       44.6256676       16.3537960       31.5413342       2.97020030    
  -123.596992       44.5540009       17.1057129       33.1570015       2.98755503    
  -123.437660       47.2999992       4.00871181       31.7539997       3.10867643    
  -123.363670       47.1893311       3.31605339       33.3996658       3.12959743    
  -123.446663       47.1150017       2.84938765       31.6456661       3.09126425    
  -123.234337       48.2476654       3.96378660       39.1213341       3.05225396    
  -123.377342       48.2653313       5.20224047       37.5233345       3.07729506    
  -123.147331       47.4663353       4.97258282       37.3020020       3.27067542    
  -123.547668       46.4203339       4.75204372       31.1200008       2.94151950    
  -123.468994       46.3659973       4.81289816       32.8116646       2.92507243    
  -123.339333       46.4173317       4.27098465       35.1779976       2.98585010    
  -123.547333       43.6170006       12.4347506       33.3890038       2.79619455    
  -123.599327       48.0269966       7.55548334       31.4386673       3.17532539    
  -123.464333       46.5090027       4.23571014       32.5670013       2.96217942    
  -123.343994       46.5003357       4.12228823       34.9333344       2.99006128    
  -123.415001       45.7266655       8.03623295       35.4813347       2.93576789    
  -123.434669       48.1536674       6.17767906       35.6286659       3.08282828    
  -123.732666       48.2063293       7.92321205       31.7353344       3.20604491    
  -123.741669       48.3083305       7.91766071       33.4119987       3.28163004    
  -123.574333       48.1343346       7.34365940       33.1739998       3.11773467    
  -123.342995       41.7343330       12.4481697       31.6856670       2.74350595    
  -123.085327       47.9630013       3.41518998       39.2153320       2.89923024    
  -123.325661       47.9329987       5.79810619       35.7673340       3.04690289    
  -123.177673       47.8763313       4.35683632       37.6619987       3.00932169    
  -123.220337       48.1226692       4.31041288       38.3366661       2.97745180    
  -123.126991       48.0806694       3.45848203       39.2153320       2.91455746    
  -123.326668       48.0616646       5.51077700       36.4420013       3.05820751    
  -123.458656       47.9176636       6.86789703       33.2186661       3.10208821    
  -123.123009       41.6130028       10.7204332       38.3359985       2.80116057    
  -123.320007       41.5639992       13.9452744       31.6693325       2.94941640    
  -123.692993       44.8150024       14.3167868       31.4176655       2.95774126    
  -123.499001       47.8303337       6.93063641       31.7799988       3.15743828    
  -123.454323       44.7736664       14.2867699       36.2923317       3.06070018    
  -123.609657       44.7446709       15.0365067       32.9589996       2.97622252    
  -123.092674       47.7726631       4.09704399       38.4466667       3.12456656    
  -123.196007       47.6873322       4.89444923       36.8606682       3.27514887    
  -123.392662       47.7169991       6.24747276       33.5273323       3.28057623    
  -123.184326       41.6949959       10.6752052       36.6883354       2.72714424    
  -123.283669       41.6703339       12.4739056       33.3549995       2.79651809    
  -123.565674       46.0919991       6.58086872       31.6753330       3.20968533    
  -123.393333       43.3783302       8.10837555       36.7560005       2.84408212    
  -123.346001       43.4496651       7.69181347       38.1640015       2.83354354    
  -123.200005       40.9899979       12.7178450       33.3333321       3.54863930    
  -123.110680       41.0743294       12.8435574       36.6666679       3.53617549    
  -123.519997       43.3503304       9.88273811       33.4226685       2.76796293    
  -123.599327       43.3936653       11.5337133       31.4973354       2.77815652    
  -123.350342       43.6483345       8.03364086       38.5583344       2.75433397    
  -123.415337       43.5846672       9.24457169       36.7223358       2.77943778    
  -123.214012       41.5283356       13.0292892       35.0026665       3.00964260    
  -123.062004       40.5310020       13.0102596       36.6666679       3.63401842    
  -123.151001       40.4469986       13.0110083       33.3333321       3.46979022    
  -123.178993       40.8089981       11.8105850       33.3333321       3.53976965    
  -123.091003       40.8933296       10.9775820       36.6666679       3.56975150    
  -123.224998       39.8223305       30.0167141       36.6666679       4.53919125    
  -123.276672       39.9153328       25.3850098       33.3333321       4.15653992    
  -123.072998       40.7120018       11.8834772       36.6666679       3.57352257    
  -123.159668       40.6283302       12.2069521       33.3333321       3.45394874    
  -123.205345       40.0876656       21.3549347       33.3333321       3.71396136    
  -123.143669       39.9920006       25.8664360       36.6666679       4.06206942    
  -123.220337       41.1706657       15.2517633       33.3333321       3.67724085    
  -123.131004       41.2553291       14.6666594       36.6666679       3.61383700    
  -123.241669       41.3516655       15.8379984       33.3333321       3.59234428    
  -123.152000       41.4363365       13.6772137       36.6666679       3.23319411    
  -123.237671       45.7833290       6.08987188       38.9739990       2.94217110    
  -123.464333       47.6533356       6.24500561       31.7473354       3.20018768    
  -123.378662       47.5593376       5.56970072       33.4346657       3.20566058    
  -123.096001       47.0546684       3.90949631       38.3123322       3.20873833    
  -123.198669       46.9796638       3.75954843       36.7003326       3.19454503    
  -123.077332       47.5936699       4.81558132       38.4140015       3.33596611    
  -123.188332       47.5293312       5.07738066       36.7680016       3.29785061    
  -123.278664       45.6193352       7.68051338       38.5519981       2.91093826    
  -123.316673       45.7136650       7.28408527       37.5259972       2.84248519    
  -123.639336       45.5113335       11.9954300       31.6246662       2.95204616    
  -123.532997       45.5916634       10.1750402       33.5099983       2.91249681    
  -123.662010       45.3383331       14.1753454       31.5223331       2.93755078    
  -123.569000       45.4299965       12.9912386       33.1469994       2.97511005    
  -123.364662       45.0876656       12.7711811       37.9973335       3.19625330    
  -123.439003       45.2179985       13.1238317       36.1863365       3.11290288    
  -123.311989       45.4496651       10.0115290       38.2913322       3.03400350    
  -123.368996       45.5610008       9.24414253       36.8433342       2.99041939    
  -123.335999       45.2763329       11.9094133       38.1889992       3.10506487    
  -123.405663       45.3990021       11.6704473       36.4803352       3.05982995    
  -123.372658       44.8733368       13.2470093       38.0843315       3.14723039    
  -123.457664       44.9963379       13.3144894       36.0816689       3.16334963    
  -123.689003       45.1496696       14.3109388       31.3306675       2.90726972    
  -123.601662       45.2490044       14.2766533       32.8530006       2.96445107    
  -123.693665       44.9356689       13.8933411       31.4176655       2.94507384    
  -123.619331       45.0273323       13.8866081       32.7483330       2.98408055    
  -123.620667       45.8236656       8.40363598       31.2886658       3.04721904    
  -123.501335       45.8269997       7.72554541       33.5960007       3.04462051    
  -123.217995       46.1516685       5.14282990       38.3419991       3.12827182    
  -123.285339       46.2476654       4.84894800       36.7003326       3.03269720    
  -123.546997       46.2120018       6.18947268       31.6753330       3.10207963    
  -123.449341       46.2776680       5.27053881       33.3670006       2.94795132    
  -123.191322       46.3276672       4.12641907       38.3583336       2.97297859    
  -123.225670       46.4090004       3.98692465       37.3913307       2.94917274    
  -123.221336       45.9039955       5.67347956       38.9739990       3.08304358    
  -123.288330       46.0046654       5.79424858       37.3159981       3.17848825    
  -123.462341       45.9750023       6.59396505       33.9826660       3.16611958    
  -122.895996       40.7000008       12.1568279       43.3333321       3.69236517    
  -122.820000       40.7849998       11.1654053       46.6666679       3.70680785    
  -122.950005       44.7319984       6.04843044       48.5413322       2.97145033    
  -122.898010       42.1910019       3.61776328       48.5820007       2.65661001    
  -123.079674       42.1426659       5.30484343       41.9153328       2.59984565    
  -122.830330       45.6536674       3.21778893       48.3619995       2.97628713    
  -122.837990       46.1230011       2.69120836       46.5130005       3.07748890    
  -122.737000       46.2153320       1.93632150       48.3313332       3.18870592    
  -123.092003       45.9796638       4.91962004       41.5149994       3.04636669    
  -123.228004       44.6849976       11.9815941       41.8746681       3.04414964    
  -123.135002       45.6093330       6.03303289       41.6953316       2.98503137    
  -122.677002       46.5883293       5.07533693       48.2976685       3.06911230    
  -122.975334       46.6669960       4.29153728       41.6310005       2.94796562    
  -122.795998       45.8370018       2.48707771       48.4556694       3.14427733    
  -122.865662       45.9246674       2.97320318       46.6373329       3.07574868    
  -122.777000       46.0226707       2.52926445       48.1816673       3.18650675    
  -123.022339       45.9029999       4.47371101       43.3040009       3.04473138    
  -122.888000       45.7356682       3.11343050       46.8176689       2.99411964    
  -122.873329       46.7603302       5.18923092       43.5093346       2.94653773    
  -123.106331       45.7933350       5.05149603       41.7890015       3.00303078    
  -123.041664       45.7136650       4.72174263       43.4843330       3.00253820    
  -122.638336       46.7879982       7.35032415       48.5449982       3.15021682    
  -122.724998       46.7209969       6.09059620       46.8426666       2.98184943    
  -123.036995       46.2933350       3.38727641       41.6646690       3.01099658    
  -122.944336       46.3613319       2.70137978       43.3886681       2.97393894    
  -122.763000       46.5153313       3.79250741       46.6883354       2.97645974    
  -123.074669       46.1003304       4.62114811       41.5149994       3.02143359    
  -122.987671       46.1620026       3.75602269       43.1796684       2.99805331    
  -122.702332       46.4019966       2.67238116       48.3906670       3.11842656    
  -122.794006       46.3223305       2.05231595       46.7220001       3.05244064    
  -123.062340       45.5249977       5.91896439       43.6103325       2.97994781    
  -122.911339       45.5473328       4.00207710       46.9436646       2.95454001    
  -122.933327       46.8666687       5.08638287       41.8783302       3.04714203    
  -123.002663       46.4803314       3.09045696       41.7239990       2.87879491    
  -122.913002       46.5546684       3.57184315       43.3549995       2.88773155    
  -122.849998       45.4683342       4.03989887       48.5816650       2.96406484    
  -126.573669       50.6529999       14.0689497       45.2593346       4.82463932    
  -126.428001       50.6556664       14.7457857       48.5926666       5.14281321    
  -126.167664       50.0993347       9.98340034       41.6666679       3.39999652    
  -123.148994       45.4236641       7.79485607       41.9149971       3.03310585    
  -123.091667       45.3176689       7.77579165       43.5566673       3.00531006    
  -122.869324       45.3480034       4.61800051       48.5816650       2.96527386    
  -122.953003       45.2799988       5.75163078       46.8899994       2.97180486    
  -126.614998       50.5499992       13.3943901       41.9259987       4.55122375    
  -125.977333       50.2070007       8.65283108       48.3333321       3.62882733    
  -122.909996       45.1459999       5.87926769       48.3083344       3.00149632    
  -123.184998       45.2209969       9.70660019       41.6416664       3.08163738    
  -123.001671       45.0556679       7.23618460       46.4293327       2.98707247    
  -126.189003       50.1943359       9.64938354       43.3333321       3.51102734    
  -126.095001       50.2476654       9.31623459       46.6666679       3.62673140    
  -123.012329       48.1093330       2.53828454       41.6626663       2.84673738    
  -126.131996       50.3540001       10.4604921       48.3333321       3.90371919    
  -122.907005       47.2310028       4.88544989       41.5730019       3.13148308    
  -125.127663       49.5083313       21.3229465       48.5599976       3.65982485    
  -123.226341       44.8970032       11.6360769       41.4543343       3.05435085    
  -122.943665       44.9433327       6.64874315       48.1210022       3.00325179    
  -123.975342       48.7596626       12.3856926       41.7226677       3.39657474    
  -125.479004       49.7623329       16.7373810       48.2416687       3.57492733    
  -125.678673       49.6499977       17.5780602       41.5750008       3.37546277    
  -125.331337       49.3936653       21.5424900       41.8933334       3.47907400    
  -122.624329       46.9086647       7.83156443       48.5449982       3.24281526    
  -122.887329       48.4210014       3.67584562       48.5440025       3.36820316    
  -126.317993       50.2483330       10.5108519       41.6666679       3.64975190    
  -123.214661       45.0180016       11.1746893       41.4543343       3.05839992    
  -123.138000       45.0929985       9.57286739       43.0959969       2.99275947    
  -122.994667       42.2273293       4.23511076       45.2486687       2.61333990    
  -122.908997       40.8813324       9.32182217       43.3333321       3.56882668    
  -123.129333       42.5043335       4.44540596       41.5326653       2.52293253    
  -123.034668       42.0683327       5.23542118       43.3309975       2.56660557    
  -122.845665       46.9756660       5.55128288       43.4989967       3.06729388    
  -122.692329       46.9966621       7.07462120       46.8323326       3.15877581    
  -126.249001       50.3883324       11.4042416       46.4790001       4.04169941    
  -126.341003       50.3359985       11.1862965       43.1456642       3.90883708    
  -125.540321       49.6020012       18.9795094       42.9353333       3.47509503    
  -125.440002       49.6583366       18.7206612       46.2686653       3.54796076    
  -125.937340       50.0993347       9.23526382       46.6666679       3.50476003    
  -126.033669       50.0449982       10.1799240       43.3333321       3.40634656    
  -125.837341       49.7893333       14.7644882       41.6563339       3.39551950    
  -123.108002       42.3406677       4.67123795       41.6526680       2.57277846    
  -123.009666       42.3043327       4.08397627       44.9860039       2.60759854    
  -123.117332       48.2883339       2.33534455       41.8773346       2.99571300    
  -122.988670       48.1920013       1.95808876       43.5399971       2.94476914    
  -126.482666       50.4863319       12.8442554       43.4049988       4.41549969    
  -126.472008       50.3933296       12.1991711       41.4790001       4.16945219    
  -126.325996       50.5543365       13.8125095       48.5926666       4.76698589    
  -126.339333       50.4880028       12.9130926       46.7383308       4.44663572    
  -125.516998       49.5116692       19.8296795       41.3603325       3.44036102    
  -125.369667       49.4853325       20.7712994       43.2536659       3.51750040    
  -125.815002       50.0566673       9.79094219       48.3333321       3.60474253    
  -126.009666       49.9470024       11.7572527       41.6666679       3.38644195    
  -123.310333       48.4453316       3.42379904       41.7526665       3.15731239    
  -125.639671       49.9006653       13.2066641       48.3229980       3.61039066    
  -125.762001       49.9403343       12.0300779       46.6563301       3.55072999    
  -125.860329       49.8849983       13.0110741       43.3229980       3.45073462    
  -123.075005       42.4179993       4.25455618       43.1853333       2.58041859    
  -122.981331       42.4420013       3.48474860       46.5186653       2.58618832    
  -122.922668       42.3886681       3.23668766       48.3193359       2.61753654    
  -125.592674       49.7913322       15.5596228       46.5646667       3.52794385    
  -125.691994       49.7353325       16.2744293       43.2313347       3.42324781    
  -123.264671       48.5843315       2.14725518       46.7680016       3.37144017    
  -123.318336       48.6833344       3.10589862       48.3486671       3.53768778    
  -123.095337       48.5699959       1.78621948       48.4193306       3.50478554    
  -123.038330       48.4403343       1.19902039       46.9633331       3.21257854    
  -123.526672       48.5643311       5.86004496       41.6820030       3.24257946    
  -123.370338       48.5233345       3.48164463       43.4346657       3.20362020    
  -123.147667       48.3766670       1.41397488       43.6300011       3.06713867    
  -123.169334       44.5756683       10.8357077       43.5169983       3.00894094    
  -122.963341       44.6116638       5.80041933       48.5413322       3.02891850    
  -123.037666       44.5390015       7.23686123       46.8503304       3.03892899    
  -122.920662       47.0629997       4.92602348       41.6206665       3.12230968    
  -122.841331       47.1589966       5.29792976       43.1936646       3.11610007    
  -123.264671       44.2963295       11.7998800       41.5419998       2.95778346    
  -123.251343       44.4923363       12.3429432       41.6423340       3.02049041    
  -123.195335       44.3683319       10.5792427       43.1843300       2.98878455    
  -124.020996       48.8300018       13.5649805       43.4449959       3.47978044    
  -123.005005       44.2236671       4.00836086       48.2086678       3.13322687    
